x,y,label_id,label_name
-19.969715118408203,-2.4893577098846436,2,n000011
-18.525205612182617,-2.897792339324951,2,n000011
11.61680793762207,-4.493520736694336,3,n000013
11.963497161865234,-4.500939846038818,3,n000013
12.507349014282227,-4.704349994659424,3,n000013
13.012017250061035,-4.853066921234131,3,n000013
13.022053718566895,-4.84427547454834,3,n000013
12.3246431350708,-5.053184986114502,3,n000013
11.783973693847656,-3.9639549255371094,3,n000013
11.834051132202148,-4.348351955413818,3,n000013
11.435019493103027,-4.336441993713379,3,n000013
11.78353500366211,-4.546564102172852,3,n000013
12.621599197387695,-4.4684553146362305,3,n000013
11.825095176696777,-3.5116429328918457,3,n000013
12.338926315307617,-5.332760810852051,3,n000013
11.713313102722168,-5.2872538566589355,3,n000013
11.939632415771484,-5.145658016204834,3,n000013
13.491787910461426,-4.772105693817139,3,n000013
11.880146026611328,-4.503145694732666,3,n000013
13.303009033203125,-4.207021236419678,3,n000013
12.481108665466309,-4.960708141326904,3,n000013
12.701501846313477,-4.324233531951904,3,n000013
1.9036189317703247,-5.845252513885498,4,n000015
2.1162991523742676,-4.899830341339111,4,n000015
2.419088840484619,-5.8275651931762695,4,n000015
2.1775333881378174,-4.760615825653076,4,n000015
2.280357599258423,-5.678849697113037,4,n000015
2.3437204360961914,-6.479318618774414,4,n000015
2.451472282409668,-6.57611608505249,4,n000015
1.7921981811523438,-5.458773612976074,4,n000015
1.69957435131073,-5.785607814788818,4,n000015
2.4242022037506104,-5.579793453216553,4,n000015
2.0638160705566406,-6.147312164306641,4,n000015
2.1143736839294434,-6.307488918304443,4,n000015
2.629652738571167,-6.530915260314941,4,n000015
1.8801331520080566,-6.176778793334961,4,n000015
2.60282564163208,-5.681796073913574,4,n000015
2.8585288524627686,-6.176267623901367,4,n000015
2.5744264125823975,-6.025221824645996,4,n000015
2.6447811126708984,-6.442789077758789,4,n000015
1.8240253925323486,-5.659257888793945,4,n000015
2.6016554832458496,-6.163074970245361,4,n000015
15.014912605285645,1.157346487045288,5,n000017
13.901190757751465,1.9541234970092773,5,n000017
13.117818832397461,0.3555658757686615,5,n000017
14.55909538269043,-1.8474797010421753,5,n000017
14.808375358581543,-1.4854811429977417,5,n000017
15.0831880569458,1.8526941537857056,5,n000017
13.28917121887207,0.6289905309677124,5,n000017
15.287738800048828,1.134857177734375,5,n000017
16.295454025268555,0.17882739007472992,5,n000017
14.85262680053711,1.6952974796295166,5,n000017
16.19038963317871,0.5412821769714355,5,n000017
13.995824813842773,-0.17495137453079224,5,n000017
13.342548370361328,0.46379417181015015,5,n000017
15.043187141418457,-1.4395685195922852,5,n000017
16.858196258544922,1.080431580543518,5,n000017
14.134523391723633,-1.1367849111557007,5,n000017
13.716704368591309,-0.7134256958961487,5,n000017
15.92681884765625,-0.5300014615058899,5,n000017
15.91058349609375,2.0984175205230713,5,n000017
15.493555068969727,2.0241856575012207,5,n000017
7.115318775177002,6.307619571685791,6,n000018
5.992671489715576,6.815212249755859,6,n000018
7.207677364349365,6.180097579956055,6,n000018
6.053555011749268,6.787315845489502,6,n000018
6.297935962677002,6.041239261627197,6,n000018
6.709508419036865,6.422908306121826,6,n000018
6.813925743103027,8.011133193969727,6,n000018
4.71126127243042,8.238563537597656,6,n000018
5.62472677230835,6.833311080932617,6,n000018
7.03774881362915,6.925933361053467,6,n000018
3.3677968978881836,7.797491073608398,6,n000018
6.840054035186768,8.142252922058105,6,n000018
6.382439136505127,6.857717990875244,6,n000018
6.666836738586426,6.393548488616943,6,n000018
6.262454986572266,7.4400200843811035,6,n000018
5.777491569519043,7.079092502593994,6,n000018
6.093116760253906,6.375704288482666,6,n000018
5.992698669433594,7.571159839630127,6,n000018
6.00651741027832,7.407044887542725,6,n000018
6.1106648445129395,8.092732429504395,6,n000018
13.434829711914062,3.4550113677978516,7,n000020
13.690787315368652,3.350904941558838,7,n000020
12.938484191894531,3.3599982261657715,7,n000020
13.735058784484863,2.8372671604156494,7,n000020
13.565091133117676,3.038651943206787,7,n000020
13.983798027038574,3.089945077896118,7,n000020
14.022753715515137,2.194488525390625,7,n000020
12.424627304077148,2.9976792335510254,7,n000020
11.088068962097168,3.9944474697113037,7,n000020
13.1016206741333,3.8613388538360596,7,n000020
14.640961647033691,1.089551568031311,7,n000020
11.973855018615723,-2.6931753158569336,7,n000020
13.010017395019531,3.826559066772461,7,n000020
12.308571815490723,3.399930000305176,7,n000020
12.40833568572998,2.7270729541778564,7,n000020
-20.0856990814209,-1.6578304767608643,7,n000020
12.553874015808105,3.6713290214538574,7,n000020
14.19480037689209,3.1012954711914062,7,n000020
13.383979797363281,4.095661640167236,7,n000020
12.970955848693848,0.8294979333877563,7,n000020
16.639055252075195,0.7585973739624023,8,n000023
16.55118179321289,-0.4370482861995697,8,n000023
16.43478775024414,0.16560843586921692,8,n000023
16.32871437072754,-0.5031290054321289,8,n000023
16.80855369567871,-0.9085568189620972,8,n000023
15.97546672821045,0.8891788721084595,8,n000023
15.53973388671875,0.18657802045345306,8,n000023
14.076909065246582,-0.6966961622238159,8,n000023
17.089462280273438,0.5405862927436829,8,n000023
16.074737548828125,0.5089421272277832,8,n000023
16.338655471801758,-0.7813357710838318,8,n000023
17.22052574157715,0.012264077551662922,8,n000023
15.392075538635254,-2.544856071472168,8,n000023
15.970450401306152,-1.267534852027893,8,n000023
17.070207595825195,-0.40452244877815247,8,n000023
16.427013397216797,0.05342691391706467,8,n000023
14.532111167907715,-0.4978732168674469,8,n000023
15.34681224822998,1.406076431274414,8,n000023
15.50735855102539,-0.12681177258491516,8,n000023
17.24394416809082,-0.4561205506324768,8,n000023
-22.793760299682617,0.899141252040863,9,n000024
-23.521942138671875,0.5016974210739136,9,n000024
-22.955778121948242,0.47344857454299927,9,n000024
-23.680212020874023,1.4658288955688477,9,n000024
-23.88821029663086,0.6097882986068726,9,n000024
-22.823535919189453,1.244140386581421,9,n000024
-24.02438735961914,0.9215103387832642,9,n000024
-23.580326080322266,1.2559281587600708,9,n000024
-23.244260787963867,0.4817575514316559,9,n000024
-22.850357055664062,0.26562801003456116,9,n000024
-23.23714256286621,1.1489490270614624,9,n000024
-23.2010498046875,0.8816842436790466,9,n000024
-23.490392684936523,0.4081498980522156,9,n000024
-23.93361473083496,1.1549510955810547,9,n000024
-22.724990844726562,0.47257018089294434,9,n000024
-23.893112182617188,0.7684381604194641,9,n000024
-23.341047286987305,1.0497057437896729,9,n000024
-23.778230667114258,0.7230719327926636,9,n000024
-24.02431869506836,1.2734452486038208,9,n000024
-23.504018783569336,1.2976253032684326,9,n000024
